"","Long","Lat","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"166",-81.6935155147804,26.0673118298521,"BP03-03FEB20","COSWFL",2019,"1516","Adult","Male","A",9.8,300,261,25.7,11.7,430630,2883324,"Marco Raw Water","Scout","","Collier","Development"," IB, IE, AlF ","Cash",NA,"",NA,NA,NA,NA,NA,NA,"","Lake edge","in water at lake edge ","Submerged","{DEE1A7CB-891F-442A-A2C5-A34148B69705}","","North","East","","","","","direct",2020-02-03,"2020-02-03 1516"
"167",-81.6974690157913,26.0127949854451,"BP01-04FEB20 ","COSWFL",2020,"1025","Adult","Male","A",9.1,276,236,17.5,8,439208,2877286,"Marsh S of Fiddler’s bridge","Scout","","Collier","RBNERR"," IB, IE, AlF ","Bobby Rubino",NA,"",NA,NA,NA,NA,NA,NA,"","Cattail Marsh","In large pad of flattened cattail, w/ scout PYBI-67","Basking","{26CE5AA1-AF24-48A8-B25E-26F2607FDEAD}","","South","East","","","","","direct",2020-02-04,"2020-02-04 1025"
"168",-81.6435783503332,26.0082981950704,"BP01-05FEB20","COSWFL",2020,"1015","Adult","Female","A",12.1,369,324,54.3,24.6,435593,2876761,"Eagle Island","Scout","","Collier","RBNERR"," IB, IE, AlF ","Darwin",43,"",NA,NA,NA,NA,NA,NA,"GOTO","Oak / Saw Palmetto Scrub","found in GOTO burrow nearby PYBI-65","Underground","{ABC68BF4-BBD4-477C-89DB-CBECBD1920D4}","YES","South","East","","","","","direct",2020-02-05,"2020-02-05 1015"
"169",-81.6501112794506,26.0112197854647,"BP02-05FEB20","COSWFL",2020,"1238","Adult","Female","A",12.6,383,335,63.1,28.6,434942,2877090,"Fiddler's Agricultural, S line","Scout","","Collier","Fiddler's Creek"," IB, IE, AlF ","Breaker",40,"",NA,NA,NA,NA,NA,NA,"","","found courting on levee w/ PYBI-61","","{4C0AAEFB-1A34-46FC-AB12-34CC52791647}","YES","South","East","","","","","direct",2020-02-05,"2020-02-05 1238"
"170",-81.6934799517268,26.0673184557912,"BP01-10FEB20","COSWFL",2020,"1516","Adult","Female","A",14.9,453,400,129.9,58.9,430635,2883322,"Marco Raw Water","Scout","","Collier","Marco Raw Water","IB, IE, AlF, AF","Cash",73,"",NA,NA,NA,NA,NA,NA,"","","found basking on lake edge","Basking","{ACB7B861-E371-4ECA-8DDD-CAAF08A4F715}","YES","North","East","Dylan","","","","indirect",2020-02-10,"2020-02-10 1516"
"171",-81.629175673505,25.9913796291713,"BP01-13FEB20","COSWFL",2020,"1432","Adult","Female","A",11.5,351,308,47.7,21.7,437030,2874881,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, AlF, AF","Quatro",34,"",NA,NA,NA,NA,NA,NA,"","","found resting nearby PYBI-47","Basking","{A4920E78-59DD-4339-9B1E-CE39F13C3B3C}","YES","South","East","","","","","direct",2020-02-13,"2020-02-13 1432"
"172",-81.5893609270531,26.0216447668689,"BP01-14FEB20","COSWFL",2020,"1246","Adult","Female","A",15,458,403,102.6,46.6,441028,2878211,"New Land","Scout","","Collier","Six L's Agricultural"," IB, IE, AF, AlF","Fierro",64,"",NA,NA,NA,NA,NA,NA,"","","found escaping nearby PYBI-70; mean snake","Courting/Mating","{C9FD1E46-7E08-4E00-BB35-3A58275D0029}","YES","North","East","","","","","direct",2020-02-14,"2020-02-14 1246"
"173",-81.751927290441,26.0962657413068,"BP01-17FEB20","COSWFL",2020,"1004","Adult","Female","A",10.9,332,293,40.8,18.5,424810,2886565,"Isles of Collier Reserve","Scout","","Collier","Development","IB, IE, AlF","Luther",72,"",NA,NA,NA,NA,NA,NA,"","","found in DILLO burrow","","{E773B43D-7C93-4167-A2DA-EAAE899734E5}","YES","South","West","","","","","direct",2020-02-17,"2020-02-17 1004"
"174",-81.7518705088309,26.0963227816886,"BP02-17FEB20","COSWFL",2020,"1126","Adult","Male","A",8,243,209,12.8,5.8,424819,2886565,"Isles of Collier Reserve","Scout","PYBI-72 Barack","Collier","Development","IB, IE, AlF","Luther",NA,"",NA,NA,NA,NA,NA,NA,"","","found in DILLO burrow","","{482182B5-260D-4A6E-B96F-A846F4C89508}","","South","West","","","","","direct",2020-02-17,"2020-02-17 1126"
"175",-81.7223301278307,26.0494937574934,"BP03-17FEB20","COSWFL",2020,"1252","Juvenile","Male","A",6.3,191,167,6.5,3,427726,2881364,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, AlF ","Eddie",NA,"",NA,NA,NA,NA,NA,NA,"","","seen escaping to water on the way back to truck from PYBI-56","","{1E3C136D-4A5E-4C35-B240-65CE57DBB0C7}","","South","West","","","","","indirect",2020-02-17,"2020-02-17 1252"
"176",-81.7183602460553,26.0320681921381,"BP04-17FEB20","COSWFL",2020,"1342","Adult","Female","A",11.3,344,305,42,19.1,428127,2879432,"Shell Island Rd","Scout","","Collier","RBNERR","IB, IE, AlF ","Charlie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught basking/shedding on oak hammock nearby PYBI-57","Basking","{E6862C64-7A80-48BD-A85F-61CB7F33FE34}","YES","South","West","","","","","direct",2020-02-17,"2020-02-17 1342"
"177",-81.6445930851862,26.0266262014809,"BP01-18FEB20","COSWFL",2020,"1214","Adult","Female","A",9,274,242,28.6,13,435504,2878792,"Fiddler’s Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, AlF ","Darryl McLovin",23,"",NA,NA,NA,NA,NA,NA,"","","caught courting on levee under vine cover w/ PYBI-62","Courting/Mating","{0AA8F152-5823-4097-9343-ABE48FDB792A}","YES","South","East","","","","","direct",2020-02-18,"2020-02-18 1214"
"178",-81.6408092873648,26.0071174776698,"BP01-19FEB20","COSWFL",2020,"1207","Adult","Female","A",10.9,333,293,38.4,17.4,435872,2876629,"E of Eagle Island","Scout","","Collier","RBNERR","IB, IE, AlF","Ziggy",24,"",NA,NA,NA,NA,NA,NA,"","","found in DILLO burrow","","{B0C3765B-7525-4D3B-88C6-CA1D25EE5A0E}","YES","South","East","","","","","direct",2020-02-19,"2020-02-19 1207"
"179",-81.7207499755764,26.0497864086999,"BP02-19FEB20","COSWFL",2020,"1556","Adult","Female","A",15.9,486,431,147.7,67,427896,2881403,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, AlF ","Eddie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-56","Courting/Mating","{BFAB6138-B439-41DA-A662-306FBA35E71E}","","South","West","","","","","direct",2020-02-19,"2020-02-19 1556"
"180",-81.7207499755764,26.0497864086999,"BP03-19FEB20","COSWFL",2020,"1557","Adult","Male","A",10.7,325,280,34.4,15.6,427896,2881403,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, AlF ","Eddie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-56","Courting/Mating","{0BD55F51-7477-4AF1-A175-70BE979A87CF}","","South","West","","","","","direct",2020-02-19,"2020-02-19 1557"
"181",-81.7207499755764,26.0497864086999,"BP04-19FEB20","COSWFL",2020,"1557","Adult","Male","A",12.1,370,322,51.3,23.3,427896,2881403,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, AlF","Eddie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-56","Courting/Mating","{E38B74F5-4832-478D-A5EB-29F8A296955F}","","South","West","","","","","direct",2020-02-19,"2020-02-19 1557"
"182",-81.6061833702045,26.0505191577471,"BP01-24FEB20","COSWFL",2020,"1016","Adult","Female","A",15.5,473,416,120.7,54.8,439418,2881417,"E. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-45","Courting/Mating","{BA295BAD-37C4-482B-915E-AFBF5328B75D}","","North","East","","","","","direct",2020-02-24,"2020-02-24 1016"
"183",-81.6061672771616,26.0504998796142,"BP02-24FEB20","COSWFL",2020,"1200","Adult","Male","A",9.2,280,241,19.5,8.8,439418,2881417,"E. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-45","Courting/Mating","{8966301A-8F21-46D9-A0F2-064CBD22A4A6}","","North","East","","","","","direct",2020-02-24,"2020-02-24 1200"
"184",-81.6061726419061,26.0505046987093,"BP03-24FEB20","COSWFL",2020,"1016","Adult","Male","A",8,243,212,12.5,5.65,439418,2881417,"E. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, ,AlF","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-45","Courting/Mating","{B1875143-45C6-484F-AD93-98103FF12244}","","North","East","","","","","direct",2020-02-24,"2020-02-24 1016"
"185",-81.6061458193741,26.0504998793766,"BP04-24FEB20","COSWFL",2020,"1016","Adult","Male","A",8.4,255,229,15.9,7.2,439418,2881417,"E. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in large aggregation in proximity to PYBI-45","Courting/Mating","{48F342C0-0C61-4C33-B9D3-3E8D17C918D6}","","North","","","","","","direct",2020-02-24,"2020-02-24 1016"
"186",-81.6621149801844,26.1266923839532,"BP01-25FEB20","COSWFL",2020,"1024","Adult","Male","A",9.8,299,257,23.2,10.5,433798,2889879,"Willow Run Quarry/ Belle Meade","Scout","PYBI-73 Mikey","Collier","Belle Meade","IE, AlF","Willow",NA,"",0,NA,NA,NA,NA,NA,"","","caught in aggregation with PYBI-68","Courting/Mating","{A4054562-5907-47E5-9AC5-5D28F5080724}","","North","East","","","","","direct",2020-02-25,"2020-02-25 1024"
"187",-81.6621149801844,26.1266923839532,"BP02-25FEB20","COSWFL",2020,"1026","Adult","Male","A",10.9,332,290,31.8,14.45,433798,2889878,"Willow Run Quarry / Belle Meade","Scout","PYBI-74","Collier","Belle Meade","IE, AlF","Willow",NA,"",0,NA,NA,NA,NA,NA,"","","caught in aggregation with PYBI-68","Courting/Mating","{91E00CE5-921A-4710-BFE0-2850A3AD5583}","","North","East","","","","","direct",2020-02-25,"2020-02-25 1026"
"188",-81.6286807457909,25.9937922821981,"BP01-02MAR20","COSWFL",2020,"1141","Adult","Male","A",8.9,271,235,16.6,7.55,437077,2875151,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, AlF, AF","Elvis",NA,"",NA,NA,NA,NA,NA,NA,"","","caught in aggregation with PYBI-01, on island","Courting/Mating","{547249C7-46FD-425E-BEA3-CA4D14D2210A}","","South","East","","","","","direct",2020-03-02,"2020-03-02 1141"
"189",-81.6287216117174,25.9936776326652,"BP02-02MAR20","COSWFL",2020,"1156","Adult","Female","A",11.5,351,310,50.6,23,437076,2875139,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, AlF, AF","Elvis",35,"",NA,NA,NA,NA,NA,NA,"","","caught in aggregation with PYBI-01, on island","Courting/Mating","{B779DDAC-1762-4CC1-816D-893262CDE4BE}","YES","South","East","","","","","direct",2020-03-02,"2020-03-02 1156"
"190",-81.6493596809201,26.0099094959181,"BP01-03MAR20","COSWFL",2020,"1309","Adult","Female","A",10.5,320,282,36.6,16.6,435020,2876945,"S of Fiddlers’ Agricultural ","Scout","","Collier","Fiddler's Creek"," IB, IE, AlF, AF","Newton",28,"",NA,NA,NA,NA,NA,NA,"","","caught in aggregation with PYBI-50; recovered PYBI-40","Courting/Mating","{63BA45E5-EA8B-406F-815B-9DE9435433E3}","YES","South","East","","","","","direct",2020-03-03,"2020-03-03 1309"
"191",-81.6382919260932,26.0343419990225,"BP01-04MAR20","COSWFL",2020,"1306","Adult","Female","A",10.7,326,291,30.6,13.9,436145,2879648,"Trinity Rd","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AlF, AF","Estilo",19,"",NA,NA,NA,NA,NA,NA,"","","caught with PYBI-51 along backyard berms, permeated with armadillo burrows","Courting/Mating","{B8DCE972-197B-402B-95DC-915B2BD08ECB}","YES","North","East","","","","","direct",2020-03-04,"2020-03-04 1306"
"192",-81.688271302133,26.0733313921672,"BP01-09MAR20","COSWFL",2020,"1540","Adult","Male","A",13.1,400,349,53.4,24.2,431162,2883988,"Marco Raw Water","Scout","","Collier","Development"," IB, IE, AlF ","Johnny",NA,"",NA,NA,NA,NA,NA,NA,"","","caught basking on base of willow, tight coil basking. Caught after confirming Ca$h location on the way to confirming Johnny location ","Basking","{D2728B69-59D7-4B82-B80E-9DFF242165B9}","","North","East","Cash","","","","direct",2020-03-09,"2020-03-09 1540"
"193",-81.5944971614204,26.0137516453857,"BP01-11MAR20","COSWFL",2020,"1143","Adult","Female","A",9.9,302,267,33.3,15.1,440510,2877345,"Picayune - E of New Land (Six Ls)","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AlF ","Loki",20,"",NA,NA,NA,NA,NA,NA,"","","caught nearby PYBI-71","Stretched Out","{A56AFF23-02A3-4E09-95F5-637753B5D474}","YES","North","East","","","","","direct",2020-03-11,"2020-03-11 1143"
"194",-81.6906075831531,26.0702222222199,"BP02-11MAR20","COSWFL",2020,"1337","Adult","Female","A",13,396,351,77.2,35,430924,2883641,"Marco Raw Water","Scout","","Collier","Development"," IB, IE, AlF","Cash",51,"",0,NA,NA,NA,NA,NA,"","","caught mating w/ BP03-11MAR20 w/ PYBI-58 nearby","Courting/Mating","{5D297461-C828-4125-BA33-043E2C797B0A}","YES","North","East","","","","","direct",2020-03-11,"2020-03-11 1337"
"195",-81.6906289337688,26.0701943430202,"BP03-11MAR20","COSWFL",2020,"1337","Adult","Male","A",9.7,297,257,18.1,8.2,430924,2883641,"Marco Raw Water","Scout","","Collier","Development"," IB, IE, AlF ","Cash",NA,"",NA,NA,NA,NA,NA,NA,"","","caught mating w/BP02-11MAR20 w/PYBI-58 nearby","Courting/Mating","{A33B5A8C-8B22-40E9-A0A7-D1D1DCC79B01}","","North","East","","","","","direct",2020-03-11,"2020-03-11 1337"
"196",-81.6311855157279,26.0493323790679,"BP01-12MAR20","COSWFL",2020,"1008","Adult","Male","A",8.7,266,231,15,6.8,436851,2881301,"W. Sentel","Scout","","Collier","Six L's Agricultural"," IB, IE, AlF","Lulu",NA,"",NA,NA,NA,NA,NA,NA,"","","caught mating with PYBI-64","Courting/Mating","{2FD569BF-0B4A-42BB-BACA-1A24F900D63D}","","North","East","","","","","direct",2020-03-12,"2020-03-12 1008"
"197",-81.6405245142165,26.0413196821467,"BP02-12MAR20","COSWFL",2020,"1137","Adult","Female","A",12.1,370,329,53.5,24.3,435918,2880420,"Pantanal feature","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AlF","Franko",40,"",NA,NA,NA,NA,NA,NA,"","","found basking nearby PYBI-53","Basking","{7C1E620D-B674-4892-8986-A3671CDE759A}","YES","North","East","","","","","direct",2020-03-12,"2020-03-12 1137"
"198",-81.5982137109746,26.0124953631329,"BP01-25MAR20","COSWFL",2020,"1110","Adult","Female","A",10.1,309,271,33.5,15.2,440138,2877203,"Picayune — S of New Land (Six L’s)","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AlF","Loki",NA,"",NA,NA,NA,NA,NA,NA,"","","","Shedding","{E34F6DBD-B2B6-471B-A832-B941521B39D2}","","North","East","","","","","indirect",2020-03-25,"2020-03-25 1110"
"199",-81.6086254435438,26.0632650010789,"BP02-10DEC20","COSWFL",2020,"1215","Adult","Female","A",13.9,424,372,71.4,32.4,439122,2882832,"agricultural retention","Scout","","Collier","Six L's Agricultural"," IB, IE, AlF","Donnie",NA,"",95,21.5,NA,NA,NA,NA,"","","escaping to water, shedding ","Submerged","{2B2399D9-ECB1-48EE-A2F2-C68FD8A98317}","","North","East","","","","","direct",2020-12-10,"2020-12-10 1215"
"200",-81.6599028273714,26.0969567019965,"BP01-17DEC20","COSWFL",2020,"1402","Adult","Male","A",9.9,303,265,32.5,14.75,434017,2886588,"Sabal Palm Rd","Scout","","Collier","Belle Meade"," IB, IE, ME","Timmy",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{0DEED224-1761-4896-82CB-A9D6CEEBE5CA}","","","","","","","","direct",2020-12-17,"2020-12-17 1402"
"201",-81.6070860915437,26.0755209211891,"BP03-18DEC20","COSWFL",2020,"1151","Adult","Female","A",11.4,348,308,53,24.1,439282,2884188,"","Scout","","Collier","Belle Meade","IB, IE, ME","Ronin",40,"",NA,NA,NA,NA,NA,NA,"","","","","{5AC06D7C-333F-4F34-BC02-5E377922C560}","YES","North","East","","","","","direct",2020-12-18,"2020-12-18 1151"
"202",-81.7153458256025,26.0207504243057,"BP01-28DEC20","COSWFL",2020,"1543","Adult","Male","A",8.5,258,224,17,7.7,428424,2878181,"","Scout","","Collier","RBNERR"," IB, IE, ME","Orion",NA,"",NA,NA,NA,24.7000007629395,26.5,NA,"Natural","Spoil mound in disturbed mangrove forest","","Coiled","{93BA7F24-47B0-4F45-9A0D-BFBEC5AFB6AC}","","South","West","Shrek","","","","direct",2020-12-28,"2020-12-28 1543"
"203",-81.6593234656769,26.0784082321001,"BP01-04JAN21","COSWFL",2021,"1135","Adult","Female","A",13.4,408,361,80.8,36.65,434668,2884531,"Belle Meade","Scout","","Collier","Belle Meade","IB, IE, ME ","Cash",55,"",100,22,NA,NA,NA,NA,"","","","","{6B9C77E4-357A-4BB7-87DA-DA4E9C896AA4}","YES","North","East","","","","","direct",2021-01-04,"2021-01-04 1135"
"204",-81.6529281628183,26.0932257841099,"BP01-05JAN21","COSWFL",2021,"1651","Adult","Female","A",13.7,419,370,78.6,35.7,434714,2886176,"S Naples Citrus Grove","Scout","","Collier","Belle Meade","IB, IE, ME","Timmy",59,"",0,29.5,NA,22.3999996185303,37,NA,"","","","Basking","{784D2D1D-40AB-4C57-ACDF-549421614672}","YES","North","East","","","","","direct",2021-01-05,"2021-01-05 1651"
"205",-81.6253635513267,26.0606261620872,"BP01-06JAN21","COSWFL",2021,"1454","Adult","Female","A",12.8,389,339,59.9,27.2,437447,2882544,"Rouge River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Randy",46,"",100,23.2000007629395,NA,19.3999996185303,NA,NA,"","","","Undercover","{3CBA61C7-1ECC-46EC-B19E-C00AE9E299D5}","YES","North","East","","","","","direct",2021-01-06,"2021-01-06 1454"
"206",-81.6589430166525,26.0505891029508,"BP01-07JAN21","COSWFL",2021,"1118","Adult","Male","A",9,269,234,18.6,8.5,434082,2881453,"Greenway Rd","Scout","","Collier","Development","IB, IE, ME ","Dylan",NA,"",0,NA,NA,26.2000007629395,NA,NA,"","","","Basking","{A25DBA6B-C582-4BFE-87BE-B777DAEDF618}","","North","East","","","","","direct",2021-01-07,"2021-01-07 1118"
"207",-81.65882491447,26.0505254424891,"BP02-07JAN21","COSWFL",2021,"1119","Adult","Male","A",8.8,275,239,19.7,9,434094,2881446,"Greenway Rd","Scout","","Collier","Development"," IB, IE, ME","Dylan",NA,"",0,NA,NA,26.2000007629395,NA,NA,"","","","Courting/Mating","{F69C8E3D-3812-4C72-9CE0-9A54A63BFCA3}","","North","East","","","","","direct",2021-01-07,"2021-01-07 1119"
"208",-81.6588044633823,26.0506060764943,"BP03-07JAN21","COSWFL",2021,"1121","Adult","Female","A",14.7,449,396,115.8,52.5,434096,2881455,"Greenway Rd","Scout","","Collier","Development","IB, IE, ME ","Dylan",63,"",25,NA,NA,26.2000007629395,NA,NA,"","","","Basking","{DA3DC0B5-6CDC-42E6-95BC-C76E3272CB9F}","YES","North","East","","","","","direct",2021-01-07,"2021-01-07 1121"
"209",-81.6486794598546,26.0764934584469,"BP01-08JAN21","COSWFL",2021,"1100","Adult","Male","A",9.6,293,254,22.2,10.1,435311,2884315,"Belle Meade","Scout","","Collier","Belle Meade","IB, AlF","Johnny",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{89439982-7ED3-43CE-AE12-1A1306654C1B}","","North","East","","","","","direct",2021-01-08,"2021-01-08 1100"
"210",-81.6595173498362,26.0792012954882,"BP01-18JAN21","COSWFL",2021,"1415","Adult","Male","A",9.5,289,249,20.8,9.5,434043,2884621,"Belle Meade","Scout","","Collier","Belle Meade"," IB,IE, ME","Cash",NA,"",NA,NA,NA,24.6000003814697,32.2999992370605,NA,"Natural","","","Stretched Out","{606D6DFD-DAA5-4F22-A7AA-07FFDA57B55F}","","North","East","","","","","direct",2021-01-18,"2021-01-18 1415"
"211",-81.6491440686911,26.0765486538671,"BP01-20JAN21","COSWFL",2021,"1122","Adult","Male","A",9.4,285,247,19.6,8.9,435079,2884319,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, ME","Franko",NA,"",0,NA,NA,21.2000007629395,31.6000003814697,NA,"","On edge of NC in disturbed area","","Basking","{0B68ADD7-69A7-4D17-9368-29C87B7BD682}","","North","East","","","","","direct",2021-01-20,"2021-01-20 1122"
"212",-81.6371243384216,26.017004299168,"BP02-20JAN21","COSWFL",2021,"1255","Adult","Female","A",11.4,346,309,52.1,23.7,436240,2877725,"Auto Ranch Rd","Scout","","Collier","Development","IB, IE, ME","Darryl McLovin",42,"",NA,NA,NA,25,29.8999996185303,NA,"","Disturbed area on top of mound","","Basking","{52D45E3E-51A8-4DEA-9DD4-BD2C49965602}","YES","South","East","","","","","direct",2021-01-20,"2021-01-20 1255"
"213",-81.6635570018296,26.0134576113156,"BP03-20JAN21","COSWFL",2021,"1342","Adult","Female","A",9.3,284,250,19.2,8.7,433599,2877345,"Fiddler's Creek","Scout","","Collier","Fiddler's Creek","IB, IE, ME","Bobby Rubino",0,"",NA,NA,NA,NA,NA,NA,"","Disturbed edge","","","{0A264634-76AB-4581-9DC1-9CC9A4F8FEE5}","","South","East","","","","","indirect",2021-01-20,"2021-01-20 1342"
"214",-81.6516278053794,26.0749102978217,"BP01-25JAN21","COSWFL",2021,"1447","Adult","Male","A",10.1,307,267,29.4,13.4,434830,2884148,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, ME","Johnny",NA,"",NA,NA,NA,27,28.8999996185303,NA,"","","","","{4246B8C0-8ABA-49A8-8FD4-05286E1FD0BC}","","North","East","Franko","","","","direct",2021-01-25,"2021-01-25 1447"
